As of Year,Respondent ID,Agency Code,Loan Type,Property Type,Loan Purpose,Occupancy,Loan Amount (000s),Preapproval,Action Type,MSA/MD,State Code,County Code,Census Tract Number,Applicant Ethnicity,Co Applicant Ethnicity,Applicant Race 1,Applicant Race 2,Applicant Race 3,Applicant Race 4,Applicant Race 5,Co Applicant Race 1,Co Applicant Race 2,Co Applicant Race 3,Co Applicant Race 4,Co Applicant Race 5,Applicant Sex,Co Applicant Sex,Applicant Income (000s),Purchaser Type,Denial Reason 1,Denial Reason 2,Denial Reason 3,Rate Spread,HOEPA Status,Lien Status,Edit Status,Sequence Number,Population,Minority Population (Percent),FFIEC Median Family Income,Tract to MSA/MD Income (Percent),Number of Owner-occupied units,Number of 1-to 4-Family units,Application Date Indicator
2015,4142,5,1,1,1,1,139,2,1,16974,17,31,715,2,5,2, , , , ,8, , , , ,2,5,0060,1, , , ,NA   ,2,1, ,6080,5768,14.81,77700,159.54,00001527,873,0
2015,4142,5,1,1,1,1,225,2,1,16974,17,31,8046.03,2,2,2, , , , ,2, , , , ,1,2,0218,3, , , ,NA   ,2,1, ,6084,5581,56.15,77700,71.58,00000898,845,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8002.00,2,5,5, , , , ,8, , , , ,1,5,0200,1, , , ,NA   ,2,1, ,6123,6312,9.08,77700,299.02,00001972,2207,0
2015,4142,5,1,1,1,1,370,2,1,16974,17,31,303.00,2,5,5, , , , ,8, , , , ,1,5,0135,1, , , ,NA   ,2,1, ,6143,3322,64.87,77700,87.5,00000426,620,0
2015,4142,5,1,1,1,1,203,2,1,16974,17,31,302.00,2,2,3, , , , ,5, , , , ,1,2,0070,1, , , ,NA   ,2,1, ,6172,5369,33.19,77700,108.21,00001174,1484,0
2015,4142,5,1,1,1,1,248,2,1,16974,17,31,8185,2,5,5, , , , ,8, , , , ,2,5,0048,1, , , ,NA   ,2,1, ,6195,5682,21.7,77700,120.59,00002219,2382,0
2015,4142,5,1,1,1,1,303,2,1,16974,17,31,2203.00,2,2,5, , , , ,5, , , , ,1,1,0161,1, , , ,NA   ,2,1, ,6198,2102,44.34,77700,111.0,00000487,773,0
2015,4142,5,1,1,1,1,202,2,1,16974,17,31,3201.00,2,5,2, , , , ,8, , , , ,1,5,0056,1, , , ,NA   ,2,1, ,6295,10848,35.83,77700,174.76,00002203,128,0
2015,4142,5,1,1,3,1,417,3,1,16974,17,31,8010.00,2,5,2, , , , ,8, , , , ,1,5,0118,1, , , ,NA   ,2,1, ,6308,4908,22.66,77700,177.52,00001602,1697,0
2015,4142,5,1,1,1,1,697,2,3,16974,17,31,3802.00,2,2,5, , , , ,5, , , , ,1,2,0277,0,4, , ,NA   ,2,1, ,6347,1680,98.81,77700,33.61,00000122,304,0
2015,4142,5,1,1,1,1,180,2,3,16974,17,31,8026.05,2,5,2, , , , ,8, , , , ,1,5,0042,0,2, , ,NA   ,2,1, ,6360,6799,20.44,77700,135.04,00002435,2340,0
2015,4142,5,2,1,1,1,284,2,1,16974,17,31,8024.02,2,2,2, , , , ,2, , , , ,1,2,0092,0, , , ,NA   ,2,1, ,6384,4821,44.26,77700,95.66,00001252,1120,0
2015,4142,5,1,1,1,1,118,2,1,16974,17,31,8020.04,2,2,2, , , , ,2, , , , ,1,2,0091,1, , , ,NA   ,2,1, ,6421,5381,48.73,77700,83.35,00001361,547,0
2015,4142,5,2,1,1,1,148,2,3,16974,17,31,8051.08,2,5,5, , , , ,8, , , , ,2,5,0038,0,1, , ,NA   ,2,1, ,6469,6699,58.92,77700,92.54,00000917,757,0
2015,4142,5,1,1,1,1,227,2,1,16974,17,31,812.01,2,5,5, , , , ,8, , , , ,2,5,0078,1, , , ,01.55,2,1, ,6472,4059,19.07,77700,221.68,00001303,43,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8086.00,2,5,5, , , , ,8, , , , ,1,5,0260,1, , , ,NA   ,2,1, ,6596,2015,12.11,77700,238.43,00000661,696,0
2015,4142,5,1,1,1,1,217,2,1,16974,17,31,7004.01,2,5,3, , , , ,8, , , , ,1,5,0106,1, , , ,NA   ,2,1, ,6600,5923,89.73,77700,88.15,00001649,1844,0
2015,4142,5,1,1,3,1,231,3,1,16974,17,31,2410.00,2,5,5, , , , ,8, , , , ,2,5,0100,1, , , ,NA   ,2,1, ,6669,2047,81.0,77700,34.05,00000200,682,0
2015,4142,5,1,1,1,1,285,2,3,16974,17,31,815.00,2,5,2, , , , ,8, , , , ,1,5,0119,0,4, , ,NA   ,2,1, ,6679,4379,26.19,77700,323.77,00001378,23,0
2015,4142,5,1,1,3,1,412,3,3,16974,17,31,8009.00,2,5,5, , , , ,8, , , , ,2,5,0194,0,6, , ,NA   ,2,1, ,6698,4416,37.43,77700,167.68,00001434,1562,0
2015,4142,5,1,1,1,1,146,2,1,16974,17,31,8217.00,2,5,5, , , , ,8, , , , ,1,5,0077,1, , , ,NA   ,2,1, ,6756,4889,19.33,77700,113.78,00001385,1503,0
2015,4142,5,1,1,1,1,259,2,1,16974,17,31,8239.04,2,5,5, , , , ,8, , , , ,2,5,0100,1, , , ,NA   ,2,1, ,6759,4016,6.67,77700,138.46,00001789,1869,0
2015,4142,5,1,1,1,1,239,2,3,16974,17,31,8026.10,2,5,2, , , , ,8, , , , ,1,5,0050,0,6, , ,NA   ,2,1, ,6826,1729,21.05,77700,121.97,00000577,643,0
2015,4142,5,2,1,3,1,65,3,3,16974,17,31,8044.03,3,5,6, , , , ,8, , , , ,1,5,0079,0,4, , ,NA   ,2,1, ,6888,6760,50.43,77700,104.91,00002090,2173,0
2015,4142,5,1,1,1,1,102,2,3,16974,17,31,8024.04,2,5,2, , , , ,8, , , , ,1,5,0032,0,6, , ,NA   ,2,1, ,7080,7226,49.47,77700,80.22,00002000,2211,0
2015,4142,5,1,1,3,1,76,3,1,16974,17,31,8281.00,2,5,5, , , , ,8, , , , ,2,5,0076,3, , , ,NA   ,2,1, ,7136,4844,28.53,77700,109.88,00001955,1753,0
2015,4142,5,2,1,1,1,193,2,1,16974,17,31,8092.00,2,2,5, , , , ,3, , , , ,2,1,0079,0, , , ,NA   ,2,1, ,7254,4611,90.0,77700,97.82,00000747,1528,0
2015,4142,5,1,1,1,1,168,2,1,16974,17,31,8045.09,2,2,2, , , , ,5, , , , ,1,2,0082,3, , , ,NA   ,2,1, ,7383,6288,72.41,77700,93.27,00001292,1487,0
2015,4142,5,1,1,3,1,410,3,1,16974,17,31,8080.02,2,5,2, , , , ,8, , , , ,1,5,0300,1, , , ,NA   ,2,1, ,7432,4870,40.14,77700,127.67,00001228,1426,0
2015,4142,5,1,1,1,2,150,2,1,16974,17,31,3204.00,2,5,2, , , , ,8, , , , ,1,5,0104,3, , , ,NA   ,2,1, ,7498,2518,33.72,77700,142.84,00000148,25,0
2015,4142,5,1,1,1,1,100,2,1,16974,17,31,8033.00,2,5,2, , , , ,8, , , , ,2,5,0043,3, , , ,NA   ,2,1, ,7528,5543,17.23,77700,119.46,00001385,1173,0
2015,4142,5,1,1,1,1,284,2,1,16974,17,31,8046.07,2,5,5, , , , ,8, , , , ,1,5,0062,3, , , ,NA   ,2,1, ,7568,7049,25.1,77700,134.36,00002301,2272,0
2015,4142,5,1,1,1,1,342,2,1,16974,17,31,8020.02,2,2,5, , , , ,5, , , , ,2,1,0129,1, , , ,NA   ,2,1, ,7771,5071,18.52,77700,173.35,00001488,1638,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,503.00,2,2,5, , , , ,5, , , , ,1,2,0490,3, , , ,NA   ,2,1, ,7792,2365,26.93,77700,144.43,00000680,843,0
2015,4596,1,1,1,3,2,400,3,1,16974,17,31,8154.00,4,5,7, , , , ,8, , , , ,4,5,NA  ,0, , , ,NA   ,2,1,6,21,5502,43.95,77700,102.28,00001410,1459,0
2015,4596,1,1,1,2,1,3,3,1,16974,17,31,8288.02,2,5,5, , , , ,8, , , , ,1,5,0047,0, , , ,NA   ,2,3, ,30,3038,49.34,77700,97.34,00001094,1149,0
2015,4596,1,1,3,3,3,225,3,1,16974,17,31,8179.00,4,5,7, , , , ,8, , , , ,4,5,NA  ,0, , , ,NA   ,2,1, ,34,5632,87.09,77700,90.88,00001550,1975,0
2015,4596,1,1,3,3,3,1250,3,1,16974,17,31,8161.00,2,2,5, , , , ,5, , , , ,1,2,NA  ,0, , , ,NA   ,2,1, ,36,6445,53.9,77700,92.55,00001504,2065,0
2015,4596,1,1,3,3,3,550,3,1,16974,17,31,8300.06,4,5,7, , , , ,8, , , , ,4,5,NA  ,0, , , ,NA   ,2,1, ,38,2487,68.15,77700,92.48,00000636,754,0
2015,4596,1,1,1,3,1,562,3,1,16974,17,31,2430.00,2,5,5, , , , ,8, , , , ,1,5,0143,0, , , ,NA   ,2,1, ,40,2204,43.15,77700,86.25,00000543,932,0
2015,4596,1,1,3,3,3,415,3,1,16974,17,31,803.00,2,5,5, , , , ,8, , , , ,1,5,NA  ,0, , , ,NA   ,2,1, ,50,4315,19.98,77700,192.25,00001490,772,0
2015,4596,1,1,1,2,1,3,3,1,16974,17,31,8289.00,2,5,5, , , , ,8, , , , ,1,5,0026,0, , , ,NA   ,2,3, ,51,3920,86.22,77700,55.56,00000809,1314,0
2015,4596,1,1,1,1,1,60,3,6,16974,17,31,8249.00,2,5,5, , , , ,8, , , , ,1,5,0059,0, , , ,NA   ,2,4, ,62,3079,80.87,77700,96.59,00000809,1041,2
2015,4596,1,1,1,3,1,245,3,3,16974,17,31,3301.00,2,5,5, , , , ,8, , , , ,1,5,0121,0,1, , ,NA   ,2,1, ,68,16735,49.09,77700,174.89,00004075,963,0
2015,4596,1,2,1,1,1,150,3,1,16974,17,31,7003.01,1,5,5, , , , ,8, , , , ,1,5,0032,6, , , ,NA   ,2,1, ,76,5728,73.41,77700,82.11,00001486,1633,0
2015,4596,1,2,1,1,1,117,3,3,16974,17,31,8249.00,2,5,3, , , , ,8, , , , ,2,5,0028,0,1, , ,NA   ,2,1, ,78,3079,80.87,77700,96.59,00000809,1041,0
2015,4596,1,2,1,1,1,105,3,3,16974,17,31,8263.04,2,5,3, , , , ,8, , , , ,1,5,0050,0,3, , ,NA   ,2,1, ,83,3203,95.29,77700,52.67,00000673,1232,0
2015,4596,1,1,1,1,2,71,3,4,16974,17,31,608.00,2,5,5, , , , ,8, , , , ,2,5,0679,0, , , ,NA   ,2,1, ,85,4837,27.6,77700,134.81,00001861,102,0
2015,4596,1,1,1,1,1,252,3,1,16974,17,31,8046.06,2,2,5, , , , ,5, , , , ,1,2,0122,1, , , ,NA   ,2,1, ,92,7118,20.89,77700,142.43,00002286,2374,0
2015,4596,1,1,1,3,1,448,3,1,16974,17,31,310.00,2,5,5, , , , ,8, , , , ,1,5,0101,1, , , ,NA   ,2,1, ,93,3656,36.82,77700,89.85,00000731,794,0
2015,4596,1,2,1,1,1,49,3,3,16974,17,31,8292.00,1,1,5, , , , ,5, , , , ,1,2,0054,0, ,3, ,NA   ,2,1, ,100,5951,72.76,77700,60.96,00001213,2050,0
2015,4596,1,1,1,3,1,134,3,3,16974,17,31,8298,1,5,5, , , , ,8, , , , ,2,5,0021,0,1,3,4,NA   ,2,2, ,101,6820,48.96,77700,152.57,00002355,2187,0
2015,4596,1,1,1,1,1,80,3,1,16974,17,31,2601.00,2,2,3, , , , ,5, , , , ,1,2,0083,3, , , ,NA   ,2,1, ,103,1248,98.64,77700,13.7,00000071,281,0
2015,4596,1,2,1,1,1,220,3,1,16974,17,31,8043.05,2,5,5, , , , ,8, , , , ,1,5,0049,6, , , ,NA   ,2,1, ,106,7216,45.9,77700,109.77,00001934,2261,0
2015,4596,1,1,1,1,1,63,3,3,16974,17,31,3907.00,2,5,3, , , , ,8, , , , ,2,5,0053,0,1,3, ,NA   ,2,1, ,112,5592,75.7,77700,108.92,00001099,266,0
2015,4596,1,2,1,1,1,182,3,1,16974,17,31,8194.00,2,5,5, , , , ,8, , , , ,2,5,0062,6, , , ,NA   ,2,1, ,116,5538,29.78,77700,103.69,00001419,1864,0
2015,4596,1,1,1,3,1,179,3,1,16974,17,31,817.00,2,5,5, , , , ,8, , , , ,2,5,0053,1, , , ,NA   ,2,1, ,123,3102,36.52,77700,150.81,00000559,184,0
2015,4596,1,1,1,3,1,630,3,1,16974,17,31,8241.14,2,2,5, , , , ,5, , , , ,1,2,0372,0, , , ,NA   ,2,1, ,125,4709,13.0,77700,141.01,00001508,1668,0
2015,4596,1,2,1,1,1,83,3,1,16974,17,31,8214.01,2,5,3, , , , ,8, , , , ,2,5,0030,1, , , ,NA   ,2,1,6,126,3338,95.36,77700,70.37,00000645,1158,0
2015,4596,1,1,1,3,1,161,3,1,16974,17,31,7206.00,2,2,5, , , , ,5, , , , ,1,2,0179,1, , , ,NA   ,2,1, ,130,1756,23.01,77700,146.92,00000528,651,0
2015,4596,1,1,1,3,1,128,3,1,16974,17,31,7504.00,2,5,5, , , , ,8, , , , ,2,5,0071,1, , , ,NA   ,2,1, ,132,3009,36.12,77700,135.79,00001015,1104,0
2015,4596,1,1,1,3,2,106,3,1,16974,17,31,8045.10,2,2,5, , , , ,5, , , , ,1,2,0081,1, , , ,NA   ,2,1, ,136,6145,82.21,77700,73.95,00001151,1348,0
2015,4596,1,1,1,3,1,251,3,1,16974,17,31,814.03,2,5,5, , , , ,8, , , , ,2,5,0125,6, , , ,NA   ,2,1, ,148,6229,34.15,77700,193.26,00001630,59,0
2015,4596,1,1,1,3,1,72,3,3,16974,17,31,8288.02,2,5,3, , , , ,8, , , , ,1,5,0020,0,3, , ,NA   ,2,1, ,159,3038,49.34,77700,97.34,00001094,1149,0
2015,4596,1,1,1,3,1,72,3,1,16974,17,31,8047.05,2,2,2, , , , ,2, , , , ,1,2,0036,1, , , ,NA   ,2,1, ,181,3976,48.29,77700,111.97,00001379,1259,0
2015,4596,1,1,1,3,2,300,3,4,16974,17,31,8395.00,2,5,3, , , , ,8, , , , ,2,5,0220,0, , , ,NA   ,2,1, ,195,1545,89.06,77700,156.22,00000309,491,0
2015,4596,1,1,1,3,1,289,3,3,16974,17,31,8045.07,2,2,2, , , , ,2, , , , ,1,2,0271,0,7, , ,NA   ,2,1, ,200,12480,38.39,77700,151.49,00003910,4249,0
2015,4596,1,1,1,3,1,313,3,1,16974,17,31,8121.00,3,5,6, , , , ,8, , , , ,2,5,0097,1, , , ,NA   ,2,1, ,236,4560,44.5,77700,140.46,00001220,1497,0
2015,4596,1,1,1,3,1,304,3,1,16974,17,31,2204.00,2,5,5, , , , ,8, , , , ,2,5,0057,1, , , ,NA   ,2,1, ,269,2495,44.29,77700,83.66,00000490,1061,0
2015,4596,1,2,1,1,1,68,3,1,16974,17,31,3907.00,2,2,3, , , , ,3, , , , ,2,1,0168,6, , , ,NA   ,2,1, ,292,5592,75.7,77700,108.92,00001099,266,0
2015,4596,1,1,1,3,1,400,3,1,16974,17,31,8197.00,2,2,5, , , , ,5, , , , ,1,2,0212,6, , , ,NA   ,2,1, ,308,5917,5.93,77700,188.81,00001792,1899,0
2015,4596,1,2,1,1,1,280,3,1,16974,17,31,8043.11,2,5,2, , , , ,8, , , , ,2,5,0072,6, , , ,NA   ,2,1, ,310,8148,49.53,77700,142.73,00002224,2281,0
2015,4596,1,1,1,3,1,865,3,1,16974,17,31,8036.03,2,2,5, , , , ,5, , , , ,1,2,0555,6, , , ,NA   ,2,1, ,316,6751,21.32,77700,166.93,00002144,2360,0
2015,4596,1,1,1,3,1,300,3,1,16974,17,31,1002.00,2,2,5, , , , ,5, , , , ,1,2,0191,6, , , ,NA   ,2,1, ,329,6749,16.18,77700,109.28,00002184,2274,0
2015,4596,1,1,1,1,1,278,3,1,16974,17,31,8030.16,2,2,5, , , , ,5, , , , ,1,2,0166,1, , , ,NA   ,2,1, ,335,1979,27.84,77700,109.73,00000394,432,0
2015,4596,1,1,1,3,1,488,3,1,16974,17,31,2423.00,2,2,5, , , , ,5, , , , ,1,2,0150,1, , , ,NA   ,2,1, ,338,3240,21.85,77700,128.75,00000676,1229,0
2015,4596,1,2,1,1,1,173,3,1,16974,17,31,8241.15,2,5,5, , , , ,8, , , , ,1,5,0066,7, , , ,NA   ,2,1, ,341,3920,18.55,77700,98.15,00001155,1116,0
2015,4596,1,2,1,3,1,167,3,1,16974,17,31,8285.05,2,5,5, , , , ,8, , , , ,2,5,0072,6, , , ,NA   ,2,1, ,353,6428,50.98,77700,107.27,00001957,2074,0
2015,4596,1,1,1,3,1,176,3,1,16974,17,31,8241.07,2,5,5, , , , ,8, , , , ,2,5,0061,3, , , ,NA   ,2,1, ,356,6493,13.35,77700,104.21,00002445,2116,0
2015,4596,1,2,1,3,1,212,3,1,16974,17,31,8253.03,2,2,5, , , , ,5, , , , ,1,2,0095,6, , , ,NA   ,2,1, ,359,3872,15.08,77700,81.37,00001000,1166,0
2015,4596,1,1,1,3,1,383,3,4,16974,17,31,1604.00,2,2,5, , , , ,5, , , , ,1,2,0144,0, , , ,NA   ,2,1, ,377,4768,56.38,77700,74.88,00000848,1407,0
2015,4596,1,1,1,3,1,300,3,1,16974,17,31,8030.17,2,2,5, , , , ,5, , , , ,1,2,0174,6, , , ,NA   ,2,1, ,393,6058,25.27,77700,113.43,00001502,1634,0
2015,4596,1,1,1,3,1,182,3,1,16974,17,31,1105.01,2,5,5, , , , ,8, , , , ,1,5,0109,1, , , ,NA   ,2,1, ,397,4639,38.95,77700,116.39,00001209,1745,0
2015,4596,1,1,1,3,2,356,3,1,16974,17,31,8298.00,2,2,5, , , , ,5, , , , ,1,2,0168,1, , , ,NA   ,2,1, ,423,6820,48.96,77700,152.57,00002355,2187,0
2015,4596,1,1,1,3,1,225,3,4,16974,17,31,8241.06,1,5,5, , , , ,8, , , , ,1,5,NA  ,0, , , ,NA   ,2,1,6,430,7063,13.93,77700,136.8,00002147,2183,0
2015,4596,1,1,1,3,2,225,3,3,16974,17,31,3902.00,2,5,3, , , , ,8, , , , ,1,5,0120,0,7, , ,NA   ,2,1, ,451,1840,92.93,77700,151.57,00000559,718,0
2015,4596,1,1,1,1,2,119,3,1,16974,17,31,8043.08,2,2,5, , , , ,5, , , , ,1,2,0144,1, , , ,NA   ,2,1, ,466,5486,40.47,77700,108.71,00002127,2329,0
2015,4596,1,1,1,1,1,240,3,1,16974,17,31,8048.08,2,2,2, , , , ,5, , , , ,2,1,0095,1, , , ,NA   ,2,1, ,485,2533,15.28,77700,113.36,00000871,914,0
2015,4596,1,1,1,3,2,262,3,4,16974,17,31,3301.00,2,2,5, , , , ,5, , , , ,1,2,0308,0, , , ,NA   ,2,1, ,492,16735,49.09,77700,174.89,00004075,963,0
2015,4596,1,1,1,3,1,371,3,1,16974,17,31,8196.00,2,5,5, , , , ,8, , , , ,1,5,0102,1, , , ,NA   ,2,1, ,499,4010,7.81,77700,191.03,00001203,1355,0
2015,4596,1,1,1,1,1,467,3,4,16974,17,31,8098.00,2,5,5, , , , ,8, , , , ,2,5,0210,0, , , ,NA   ,2,1, ,500,2717,25.06,77700,165.22,00000523,672,0
2015,4596,1,1,1,1,2,64,3,1,16974,17,31,1003.00,2,5,5, , , , ,8, , , , ,1,5,0138,0, , , ,NA   ,2,1, ,505,6177,14.78,77700,115.86,00001922,1913,0
2015,4596,1,1,1,3,1,94,3,1,16974,17,31,8283,2,5,5, , , , ,8, , , , ,1,5,0059,1, , , ,NA   ,2,1, ,509,3264,35.6,77700,79.49,00001123,1152,0
2015,4596,1,1,1,3,1,204,3,1,16974,17,31,1001.00,2,5,5, , , , ,8, , , , ,1,5,0070,1, , , ,NA   ,2,1, ,529,5313,21.61,77700,96.95,00001244,2158,0
2015,4596,1,1,1,3,1,56,3,1,16974,17,31,8247.01,2,5,5, , , , ,8, , , , ,1,5,0024,0, , , ,NA   ,2,1, ,543,3962,36.22,77700,85.51,00000964,1118,0
2015,4596,1,2,1,3,1,153,3,4,16974,17,31,8210.01,2,2,5, , , , ,5, , , , ,1,1,0057,0, , , ,NA   ,2,1, ,551,5233,24.17,77700,101.32,00001169,1473,0
2015,4596,1,1,1,2,1,15,3,1,16974,17,31,8288.02,2,5,5, , , , ,8, , , , ,1,5,0026,0, , , ,NA   ,2,1, ,566,3038,49.34,77700,97.34,00001094,1149,0
2015,4596,1,1,1,3,1,202,3,3,16974,17,31,8239.04,2,2,5, , , , ,5, , , , ,1,2,0043,0,1, , ,NA   ,2,1, ,603,4016,6.67,77700,138.46,00001789,1869,0
2015,4596,1,1,1,1,1,68,3,1,16974,17,31,8036.08,2,5,5, , , , ,8, , , , ,1,5,0033,1, , , ,NA   ,2,1, ,605,7326,28.77,77700,135.72,00001858,1829,0
2015,4596,1,1,1,3,1,120,3,1,16974,17,31,8241.20,2,5,5, , , , ,8, , , , ,1,5,0112,0, , , ,NA   ,2,2, ,621,8680,12.15,77700,139.99,00003068,2892,0
2015,4596,1,2,1,1,1,214,3,1,16974,17,31,8045.09,2,5,5, , , , ,8, , , , ,2,5,0074,6, , , ,NA   ,2,1, ,635,6288,72.41,77700,93.27,00001292,1487,0
2015,4596,1,1,1,1,1,608,3,1,16974,17,31,8094.00,2,5,5, , , , ,8, , , , ,2,5,0226,0, , , ,NA   ,2,1, ,652,5804,33.36,77700,161.02,00001001,277,0
2015,4596,1,1,1,3,1,199,3,1,16974,17,31,8047.14,2,2,2, , , , ,5, , , , ,1,2,0088,3, , , ,NA   ,2,1, ,654,3480,29.02,77700,111.6,00000972,1076,0
2015,4596,1,1,1,3,1,125,3,1,16974,17,31,8046.07,2,2,5, , , , ,5, , , , ,1,2,0351,1, , , ,NA   ,2,1, ,661,7049,25.1,77700,134.36,00002301,2272,0
2015,4596,1,1,1,3,1,118,3,1,16974,17,31,8286.01,2,2,5, , , , ,5, , , , ,1,2,0168,1, , , ,NA   ,2,1, ,691,4187,25.39,77700,118.64,00001471,1595,0
2015,4596,1,1,1,3,1,169,3,1,16974,17,31,1705,2,2,5, , , , ,5, , , , ,1,2,0080,1, , , ,NA   ,2,1, ,695,4980,23.29,77700,110.36,00001605,1823,0
2015,4596,1,1,1,1,1,132,3,1,16974,17,31,8043.11,2,5,5, , , , ,8, , , , ,1,5,0052,1, , , ,NA   ,2,1, ,696,8148,49.53,77700,142.73,00002224,2281,0
2015,4596,1,1,1,3,1,82,3,4,16974,17,31,8169.00,1,5,5, , , , ,8, , , , ,2,5,0048,0, , , ,NA   ,2,1, ,732,5885,94.14,77700,92.29,00001511,1719,0
2015,4596,1,1,1,1,2,96,3,1,16974,17,31,301.02,2,2,2, , , , ,2, , , , ,1,1,0227,0, , , ,NA   ,2,1, ,750,3204,45.97,77700,80.63,00000886,50,0
2015,4596,1,1,1,3,2,166,3,1,16974,17,31,3206,2,2,5, , , , ,5, , , , ,1,2,0097,1, , , ,NA   ,2,1, ,756,4256,41.45,77700,240.82,00000993,71,0
2015,4596,1,1,1,1,1,208,3,1,16974,17,31,8046.09,2,5,2, , , , ,8, , , , ,2,5,0109,1, , , ,NA   ,2,1, ,787,5672,41.8,77700,142.41,00001495,1745,0
2015,4596,1,1,1,1,1,212,3,1,16974,17,31,8043.10,2,2,2, , , , ,2, , , , ,1,2,0073,3, , , ,NA   ,2,1, ,788,9088,41.25,77700,124.66,00002834,2948,0
2015,4596,1,1,1,3,1,339,3,1,16974,17,31,1604.00,2,2,5, , , , ,5, , , , ,1,2,0156,1, , , ,NA   ,2,1, ,801,4768,56.38,77700,74.88,00000848,1407,0
2015,4596,1,2,1,1,1,211,3,1,16974,17,31,1511.00,1,5,5, , , , ,8, , , , ,1,5,0047,7, , , ,NA   ,2,1, ,802,5458,53.13,77700,69.35,00000716,1536,0
2015,4596,1,1,1,3,1,187,3,4,16974,17,31,8185.00,2,2,5, , , , ,5, , , , ,1,2,0086,0, , , ,NA   ,2,1, ,808,5682,21.7,77700,120.59,00002219,2382,0
2015,4596,1,1,1,1,2,51,3,3,16974,17,31,8048.06,2,5,2, , , , ,8, , , , ,1,5,0053,0,4, , ,NA   ,2,1, ,864,3751,53.91,77700,94.5,00000947,1050,0
2015,4596,1,1,1,3,1,95,3,4,16974,17,31,8043.08,2,2,2, , , , ,2, , , , ,1,2,0056,0, , , ,NA   ,2,1, ,904,5486,40.47,77700,108.71,00002127,2329,0
2015,4596,1,1,1,1,2,164,3,1,16974,17,31,3301.00,2,5,2, , , , ,8, , , , ,2,5,0098,1, , , ,NA   ,2,1, ,905,16735,49.09,77700,174.89,00004075,963,0
2015,4596,1,1,1,1,1,216,3,1,16974,17,31,8041.04,2,2,5, , , , ,5, , , , ,1,2,0073,1, , , ,NA   ,2,1, ,911,4980,34.18,77700,134.22,00001481,1649,0
2015,4596,1,1,1,3,1,125,3,1,16974,17,31,8241.17,2,5,5, , , , ,8, , , , ,1,5,0085,1, , , ,NA   ,2,1, ,915,9868,12.76,77700,154.51,00002996,3180,0
2015,4596,1,1,1,3,1,157,3,1,16974,17,31,8043.11,2,2,2, , , , ,2, , , , ,1,2,0102,1, , , ,NA   ,2,1, ,933,8148,49.53,77700,142.73,00002224,2281,0
2015,4596,1,1,1,3,1,35,3,1,16974,17,31,8038.00,2,2,5, , , , ,5, , , , ,1,2,0040,0, , , ,NA   ,2,2, ,962,4725,18.12,77700,136.33,00001514,1597,0
2015,4596,1,1,1,1,1,135,3,1,16974,17,31,4306.00,2,5,2, , , , ,8, , , , ,2,5,0066,1, , , ,NA   ,2,1, ,984,1665,97.72,77700,57.22,00000320,539,0
2015,4596,1,1,1,1,1,162,3,1,16974,17,31,3301.00,2,5,5, , , , ,8, , , , ,2,5,0040,0, , , ,NA   ,2,1, ,1011,16735,49.09,77700,174.89,00004075,963,0
2015,4596,1,1,1,3,1,186,3,1,16974,17,31,8185.00,2,2,5, , , , ,5, , , , ,1,2,0088,1, , , ,NA   ,2,1, ,1012,5682,21.7,77700,120.59,00002219,2382,0
2015,4596,1,1,1,3,1,250,3,4,16974,17,31,8071.00,2,5,5, , , , ,8, , , , ,2,5,0184,0, , , ,NA   ,2,1, ,1019,3817,31.39,77700,158.98,00001133,1315,0
2015,4596,1,1,1,1,1,270,3,1,16974,17,31,8106.00,2,2,5, , , , ,5, , , , ,1,1,0125,3, , , ,NA   ,2,1, ,1028,4717,25.5,77700,87.04,00000829,1281,0
2015,4596,1,1,1,3,1,1000,3,1,16974,17,31,8018.00,2,5,5, , , , ,8, , , , ,1,5,0264,0, , , ,NA   ,2,1, ,1033,5619,12.42,77700,180.04,00001929,2011,0
2015,4596,1,2,1,1,1,206,3,1,16974,17,31,8048.05,2,5,3, , , , ,8, , , , ,1,5,0055,6, , , ,NA   ,2,1, ,1037,6911,30.69,77700,107.59,00002082,2430,0
2015,4596,1,2,1,3,1,98,3,1,16974,17,31,8288.02,1,1,5, , , , ,5, , , , ,2,1,0058,7, , , ,NA   ,2,1, ,1067,3038,49.34,77700,97.34,00001094,1149,0
2015,4596,1,1,1,3,1,279,3,3,16974,17,31,8121,1,5,5, , , , ,8, , , , ,1,5,0062,0,3, , ,NA   ,2,1, ,1070,4560,44.5,77700,140.46,00001220,1497,0
2015,4596,1,1,1,1,1,112,3,1,16974,17,31,8045.10,1,5,5, , , , ,8, , , , ,1,5,0113,1, , , ,NA   ,2,1, ,1073,6145,82.21,77700,73.95,00001151,1348,0
2015,4596,1,2,1,1,1,170,3,1,16974,17,31,8253.02,2,2,5, , , , ,5, , , , ,1,2,0096,7, , , ,NA   ,2,1, ,1111,6277,23.05,77700,112.75,00001598,1581,0
2015,4596,1,1,1,3,2,262,3,1,16974,17,31,3301.00,2,2,5, , , , ,5, , , , ,1,2,0301,0, , , ,NA   ,2,1, ,1128,16735,49.09,77700,174.89,00004075,963,0
