As of Year,Respondent ID,Agency Code,Loan Type,Property Type,Loan Purpose,Occupancy,Loan Amount (000s),Preapproval,Action Type,MSA/MD,State Code,County Code,Census Tract Number,Applicant Ethnicity,Co Applicant Ethnicity,Applicant Race 1,Applicant Race 2,Applicant Race 3,Applicant Race 4,Applicant Race 5,Co Applicant Race 1,Co Applicant Race 2,Co Applicant Race 3,Co Applicant Race 4,Co Applicant Race 5,Applicant Sex,Co Applicant Sex,Applicant Income (000s),Purchaser Type,Denial Reason 1,Denial Reason 2,Denial Reason 3,Rate Spread,HOEPA Status,Lien Status,Edit Status,Sequence Number,Population,Minority Population (Percent),FFIEC Median Family Income,Tract to MSA/MD Income (Percent),Number of Owner-occupied units,Number of 1-to 4-Family units,Application Date Indicator
2015,4142,5,1,1,1,1,499,2,1,16974,17,31,8016.01,2,2,5, , , , ,2, , , , ,1,2,0198,0, , , ,NA   ,2,1, ,1633,4234,15.9,77700,194.86,00001420,1316,0
2015,4142,5,1,1,3,1,301,3,1,16974,17,31,8239.04,2,5,5, , , , ,8, , , , ,1,5,0118,3, , , ,NA   ,2,1, ,1685,4016,6.67,77700,138.46,00001789,1869,0
2015,4142,5,1,1,3,1,195,3,1,16974,17,31,8241.15,2,2,5, , , , ,5, , , , ,1,2,0122,1, , , ,NA   ,2,1, ,1705,3920,18.55,77700,98.15,00001155,1116,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8016.01,2,2,2, , , , ,2, , , , ,1,2,0205,1, , , ,NA   ,2,1, ,1718,4234,15.9,77700,194.86,00001420,1316,0
2015,4142,5,1,1,3,1,135,3,1,16974,17,31,7709.02,2,5,5, , , , ,8, , , , ,1,5,0063,1, , , ,NA   ,2,1, ,1789,3521,11.7,77700,90.26,00001145,882,0
2015,4142,5,1,1,1,1,592,2,1,16974,17,31,2430.00,2,2,5, , , , ,5, , , , ,1,2,0191,0, , , ,NA   ,2,1, ,1791,2204,43.15,77700,86.25,00000543,932,0
2015,4142,5,1,1,3,1,184,3,2,16974,17,31,8047.09,2,5,5, , , , ,8, , , , ,1,5,0048,0, , , ,NA   ,2,1, ,1799,6510,43.49,77700,82.9,00001157,1330,0
2015,4142,5,1,1,3,1,417,3,1,16974,17,31,8036.10,3,5,6, , , , ,8, , , , ,3,5,0226,1, , , ,NA   ,2,1, ,1812,7198,27.2,77700,119.14,00001760,1799,0
2015,4142,5,1,1,3,1,298,3,1,16974,17,31,3301.00,1,5,5, , , , ,8, , , , ,1,5,0093,1, , , ,NA   ,2,1, ,1856,16735,49.09,77700,174.89,00004075,963,0
2015,4142,5,1,1,1,2,126,2,1,16974,17,31,8020.04,2,2,2, , , , ,2, , , , ,1,2,0101,1, , , ,NA   ,2,1, ,1885,5381,48.73,77700,83.35,00001361,547,0
2015,4142,5,2,1,1,1,329,2,3,16974,17,31,8082.00,2,2,4, , , , ,3, , , , ,2,1,0096,0,3, , ,NA   ,2,1, ,1986,5196,33.06,77700,91.5,00001537,1576,0
2015,4142,5,1,1,3,1,305,3,1,16974,17,31,1006.00,2,2,5, , , , ,5, , , , ,1,2,0133,1, , , ,NA   ,2,1, ,1998,4832,22.06,77700,97.82,00001389,1658,0
2015,4142,5,2,1,1,1,215,2,1,16974,17,31,8083.01,2,2,2, , , , ,2, , , , ,2,1,0084,0, , , ,NA   ,2,1, ,2077,5625,38.29,77700,112.68,00001880,1452,0
2015,4142,5,1,1,1,1,355,2,1,16974,17,31,1504.02,2,5,2, , , , ,8, , , , ,1,5,0084,3, , , ,NA   ,2,1, ,2127,3886,39.01,77700,82.67,00000776,1347,0
2015,4142,5,1,1,3,1,411,3,1,16974,17,31,702.00,2,2,5, , , , ,5, , , , ,1,2,0208,1, , , ,NA   ,2,1, ,2135,3900,17.67,77700,228.42,00000844,721,0
2015,4142,5,1,1,3,1,375,3,1,16974,17,31,8043.11,2,2,2, , , , ,2, , , , ,1,2,0184,1, , , ,NA   ,2,1, ,2175,8148,49.53,77700,142.73,00002224,2281,0
2015,4142,5,1,1,1,1,715,2,3,16974,17,31,8042.02,2,5,2, , , , ,8, , , , ,2,5,0233,0,6, , ,NA   ,2,1, ,2177,7463,22.59,77700,163.06,00002543,2901,0
2015,4142,5,1,1,3,1,308,3,1,16974,17,31,604.00,2,5,5, , , , ,8, , , , ,1,5,0080,1, , , ,NA   ,2,1, ,2241,3370,15.99,77700,176.02,00000803,1181,0
2015,4142,5,1,1,1,1,194,2,1,16974,17,31,8061.04,2,5,2, , , , ,8, , , , ,1,5,0065,1, , , ,NA   ,2,1, ,2242,4206,50.95,77700,74.89,00000798,599,0
2015,4142,5,1,1,1,2,345,2,1,16974,17,31,815.00,2,2,2, , , , ,2, , , , ,1,2,0339,1, , , ,NA   ,2,1, ,2321,4379,26.19,77700,323.77,00001378,23,0
2015,4142,5,1,1,3,1,544,3,3,16974,17,31,8011,2,5,5, , , , ,8, , , , ,1,5,0250,0,4, , ,NA   ,2,1, ,2497,4715,10.6,77700,243.63,00001327,1490,0
2015,4142,5,1,1,1,1,302,2,3,16974,17,31,818.00,2,2,5, , , , ,5, , , , ,1,2,0066,0,6, , ,NA   ,2,1, ,2526,6866,18.93,77700,214.95,00002456,244,0
2015,4142,5,1,1,1,1,72,2,1,16974,17,31,8159.00,2,5,5, , , , ,8, , , , ,1,5,0105,1, , , ,NA   ,2,1, ,2545,4392,53.23,77700,75.2,00001236,880,0
2015,4142,5,1,1,1,1,347,2,1,16974,17,31,313.00,2,2,5, , , , ,5, , , , ,1,1,0193,1, , , ,NA   ,2,1, ,2555,7076,54.06,77700,78.91,00001299,306,0
2015,4142,5,1,1,3,1,211,3,1,16974,17,31,8391.00,2,5,5, , , , ,8, , , , ,2,5,0078,1, , , ,NA   ,2,1, ,2684,4350,41.59,77700,239.53,00000637,75,0
2015,4142,5,1,1,1,1,183,2,3,16974,17,31,402.01,2,5,2, , , , ,8, , , , ,1,5,0057,0,4, , ,NA   ,2,1, ,2685,6218,38.03,77700,86.49,00000918,1602,0
2015,4142,5,1,1,1,1,356,2,1,16974,17,31,818.00,2,5,5, , , , ,8, , , , ,1,5,0165,1, , , ,NA   ,2,1, ,2758,6866,18.93,77700,214.95,00002456,244,0
2015,4142,5,1,1,1,1,269,2,1,16974,17,31,818.00,2,5,5, , , , ,8, , , , ,1,5,0066,3, , , ,NA   ,2,1, ,2829,6866,18.93,77700,214.95,00002456,244,0
2015,4142,5,1,1,1,1,190,2,1,16974,17,31,8019.01,2,5,5, , , , ,8, , , , ,1,5,0076,1, , , ,NA   ,2,1, ,2884,4369,25.57,77700,120.06,00001404,1433,0
2015,4142,5,1,1,1,1,417,2,3,16974,17,31,8331.00,2,2,2, , , , ,2, , , , ,1,2,0726,0,4, , ,NA   ,2,1, ,2915,6895,35.66,77700,211.61,00002249,589,0
2015,4142,5,1,1,1,1,534,2,1,16974,17,31,2211.00,2,5,5, , , , ,8, , , , ,1,5,0125,1, , , ,NA   ,2,1, ,2918,4870,67.97,77700,47.32,00000541,1214,0
2015,4142,5,1,1,1,1,120,2,1,16974,17,31,8046.11,2,5,5, , , , ,8, , , , ,1,5,0110,1, , , ,NA   ,2,1, ,3132,4359,19.36,77700,119.78,00001556,1818,0
2015,4142,5,1,1,3,1,107,3,1,16974,17,31,8229.00,2,5,5, , , , ,8, , , , ,2,5,0049,1, , , ,NA   ,2,1, ,3277,2042,19.59,77700,96.01,00000549,559,0
2015,4142,5,1,1,1,1,247,2,1,16974,17,31,1711.00,2,2,5, , , , ,5, , , , ,1,2,0134,1, , , ,NA   ,2,1, ,3305,4110,44.38,77700,84.96,00001034,1340,0
2015,4142,5,1,1,1,1,768,2,3,16974,17,31,8002.00,2,5,2, , , , ,8, , , , ,1,5,0221,0,6, , ,NA   ,2,1, ,3422,6312,9.08,77700,299.02,00001972,2207,0
2015,4142,5,1,1,1,1,338,2,1,16974,17,31,2426.00,2,5,5, , , , ,8, , , , ,2,5,0062,1, , , ,NA   ,2,1, ,3454,5831,58.65,77700,52.1,00000765,2126,0
2015,4142,5,1,1,3,1,255,3,3,16974,17,31,8046.11,2,2,2, , , , ,2, , , , ,1,2,0119,0,1, , ,NA   ,2,1, ,3678,4359,19.36,77700,119.78,00001556,1818,0
2015,4142,5,1,1,1,1,354,2,3,16974,17,31,2801,2,5,2, , , , ,8, , , , ,2,5,0185,0,4, , ,NA   ,2,1, ,3704,4872,26.79,77700,251.74,00001313,146,0
2015,4142,5,2,1,1,1,195,2,3,16974,17,31,8153,2,2,5, , , , ,5, , , , ,2,2,0214,0,1, , ,NA   ,2,1, ,3707,3617,53.94,77700,121.33,00001057,1152,0
2015,4142,5,1,1,1,1,401,2,1,16974,17,31,407.00,2,5,2, , , , ,8, , , , ,1,5,0223,0, , , ,NA   ,2,1, ,3824,3123,28.88,77700,116.33,00000608,943,0
2015,4142,5,1,1,1,2,326,2,1,16974,17,31,8155,2,5,2, , , , ,8, , , , ,1,5,0174,3, , , ,NA   ,2,1, ,3826,7989,65.39,77700,71.0,00001855,2487,0
2015,4142,5,1,1,3,1,293,3,1,16974,17,31,8030.07,2,2,2, , , , ,2, , , , ,1,2,0111,3, , , ,NA   ,2,1, ,3943,5247,13.84,77700,140.35,00001844,1584,0
2015,4142,5,1,1,3,1,265,3,1,16974,17,31,1001.00,2,2,5, , , , ,5, , , , ,1,2,0178,3, , , ,NA   ,2,1, ,3960,5313,21.61,77700,96.95,00001244,2158,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8022.00,2,2,5, , , , ,5, , , , ,1,2,0288,1, , , ,NA   ,2,1, ,3961,4410,9.34,77700,198.34,00001490,1304,0
2015,4142,5,1,1,3,1,733,3,1,16974,17,31,8013.00,2,2,5, , , , ,5, , , , ,1,2,0317,7, , , ,NA   ,2,1, ,3972,4283,11.53,77700,190.02,00001091,1144,0
2015,4142,5,1,1,3,1,216,3,1,16974,17,31,8050.02,2,2,2, , , , ,2, , , , ,1,2,0053,3, , , ,NA   ,2,1, ,3998,6941,43.16,77700,72.0,00001426,1097,0
2015,4142,5,1,1,3,1,178,3,3,16974,17,31,8194.00,2,2,2, , , , ,2, , , , ,1,2,0097,0,6, , ,NA   ,2,1, ,4028,5538,29.78,77700,103.69,00001419,1864,0
2015,4142,5,1,1,1,1,720,2,1,16974,17,31,3204.00,2,5,2, , , , ,8, , , , ,1,5,0258,7, , , ,NA   ,2,1, ,4034,2518,33.72,77700,142.84,00000148,25,0
2015,4142,5,1,1,3,1,140,3,3,16974,17,31,8082.00,2,5,2, , , , ,8, , , , ,2,5,0040,0,9, , ,NA   ,2,1, ,4036,5196,33.06,77700,91.5,00001537,1576,0
2015,4142,5,1,1,3,1,133,3,3,16974,17,31,1701.00,2,2,5, , , , ,5, , , , ,1,2,0079,0,3, , ,NA   ,2,1, ,4047,1752,18.44,77700,88.93,00000899,152,0
2015,4142,5,1,1,1,1,704,2,1,16974,17,31,8088.00,2,2,5, , , , ,5, , , , ,1,1,0233,0, , , ,NA   ,2,1, ,4094,3955,16.86,77700,228.54,00001086,1076,0
2015,4142,5,1,1,2,1,400,3,1,16974,17,31,8010.00,2,2,5, , , , ,5, , , , ,1,2,0145,3, , , ,NA   ,2,1, ,4097,4908,22.66,77700,177.52,00001602,1697,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8036.08,2,5,5, , , , ,8, , , , ,1,5,0190,1, , , ,NA   ,2,1, ,4116,7326,28.77,77700,135.72,00001858,1829,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8422.00,2,5,2, , , , ,8, , , , ,1,5,0084,3, , , ,NA   ,2,1, ,4117,2603,53.71,77700,26.3,00000400,475,0
2015,4142,5,1,1,3,2,118,3,1,16974,17,31,1801.00,2,5,5, , , , ,8, , , , ,2,5,0125,3, , , ,NA   ,2,1, ,4129,6156,49.55,77700,84.51,00001595,1898,0
2015,4142,5,1,1,1,1,116,2,3,16974,17,31,8024.04,2,5,2, , , , ,8, , , , ,1,5,0028,0,4, , ,NA   ,2,1, ,4228,7226,49.47,77700,80.22,00002000,2211,0
2015,4142,5,1,1,3,1,417,3,1,16974,17,31,8042.01,2,5,2, , , , ,8, , , , ,2,5,0095,3, , , ,NA   ,2,1, ,4334,8173,21.82,77700,243.41,00002412,2603,0
2015,4142,5,1,1,3,1,128,3,1,16974,17,31,8041.06,2,2,2, , , , ,2, , , , ,1,2,0050,0, , , ,NA   ,2,1, ,4355,7024,28.49,77700,162.72,00002432,2349,0
2015,4142,5,1,1,1,1,184,2,1,16974,17,31,8041.04,2,5,2, , , , ,8, , , , ,1,5,0090,3, , , ,NA   ,2,1, ,4364,4980,34.18,77700,134.22,00001481,1649,0
2015,4142,5,1,1,3,1,231,3,1,16974,17,31,8253.02,2,5,5, , , , ,8, , , , ,1,5,0121,1, , , ,NA   ,2,1, ,4408,6277,23.05,77700,112.75,00001598,1581,0
2015,4142,5,1,1,1,1,1200,2,1,16974,17,31,512.00,2,2,3, , , , ,3, , , , ,1,2,0326,7, , , ,NA   ,2,1, ,4450,1516,16.75,77700,195.55,00000362,749,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,8016.01,2,2,2, , , , ,2, , , , ,2,1,0187,1, , , ,NA   ,2,1, ,4455,4234,15.9,77700,194.86,00001420,1316,0
2015,4142,5,1,1,1,1,225,2,1,16974,17,31,8153.00,2,5,5, , , , ,8, , , , ,2,5,0083,1, , , ,NA   ,2,1, ,4553,3617,53.94,77700,121.33,00001057,1152,0
2015,4142,5,1,1,3,1,417,3,3,16974,17,31,8240.06,2,2,5, , , , ,5, , , , ,1,2,0092,0,1, , ,NA   ,2,1, ,4564,3867,10.24,77700,146.73,00001296,1325,0
2015,4142,5,1,1,1,1,159,2,3,16974,17,31,103.00,2,2,5, , , , ,5, , , , ,2,1,0033,0,1, , ,NA   ,2,1, ,4616,6236,54.52,77700,72.25,00001059,477,0
2015,4142,5,1,1,1,1,278,2,1,16974,17,31,622.00,2,2,5, , , , ,5, , , , ,1,2,0169,3, , , ,NA   ,2,1, ,4658,2870,13.87,77700,190.82,00000632,1169,0
2015,4142,5,1,1,1,1,155,2,1,16974,17,31,8245.06,2,5,5, , , , ,8, , , , ,2,5,0107,3, , , ,NA   ,2,1, ,4702,7617,13.76,77700,124.21,00002424,2187,0
2015,4142,5,1,1,1,1,290,2,1,16974,17,31,2424.00,2,2,5, , , , ,2, , , , ,1,1,0114,3, , , ,NA   ,2,1, ,4716,2764,14.73,77700,108.21,00000320,729,0
2015,4142,5,1,1,1,1,306,2,1,16974,17,31,633.02,2,5,5, , , , ,8, , , , ,1,5,0075,1, , , ,NA   ,2,1, ,4737,3996,19.54,77700,188.72,00000952,169,0
2015,4142,5,1,1,1,1,328,2,1,16974,17,31,8048.10,2,5,2, , , , ,8, , , , ,1,5,0118,1, , , ,NA   ,2,1, ,4771,6949,30.46,77700,100.84,00001977,1708,0
2015,4142,5,1,1,3,1,80,3,1,16974,17,31,8016.05,2,5,5, , , , ,8, , , , ,1,5,0028,1, , , ,NA   ,2,1, ,4809,5599,15.4,77700,166.64,00002120,1975,0
2015,4142,5,1,1,3,1,304,3,1,16974,17,31,8239.03,2,2,5, , , , ,5, , , , ,1,2,0134,1, , , ,NA   ,2,1, ,4814,4707,8.03,77700,142.24,00001588,1722,0
2015,4142,5,1,1,1,1,417,2,3,16974,17,31,8041.08,2,2,2, , , , ,2, , , , ,2,1,0213,0,5, , ,NA   ,2,1, ,4818,3879,58.29,77700,97.01,00000267,306,0
2015,4142,5,1,1,3,1,219,3,1,16974,17,31,8026.05,2,5,5, , , , ,8, , , , ,2,5,0093,3, , , ,NA   ,2,1, ,4826,6799,20.44,77700,135.04,00002435,2340,0
2015,4142,5,1,1,1,1,128,2,3,16974,17,31,8241.17,1,5,5, , , , ,8, , , , ,2,5,0054,0,6, , ,NA   ,2,1, ,4835,9868,12.76,77700,154.51,00002996,3180,0
2015,4142,5,1,1,1,1,380,2,1,16974,17,31,2429.00,2,5,5, , , , ,8, , , , ,1,5,0165,1, , , ,NA   ,2,1, ,4853,1670,31.62,77700,75.09,00000380,769,0
2015,4142,5,1,1,1,1,417,2,1,16974,17,31,814.03,2,5,5, , , , ,8, , , , ,1,5,0196,1, , , ,NA   ,2,1, ,4854,6229,34.15,77700,193.26,00001630,59,0
2015,4142,5,1,1,1,1,95,2,1,16974,17,31,8241.23,2,5,5, , , , ,8, , , , ,1,5,0053,1, , , ,NA   ,2,1, ,4857,7756,15.27,77700,122.69,00002338,2390,0
2015,4142,5,1,1,1,1,415,2,1,16974,17,31,8017.02,2,1,5, , , , ,5, , , , ,1,2,0077,1, , , ,NA   ,2,1, ,4871,4671,13.0,77700,184.87,00001472,1517,0
2015,4142,5,1,1,1,2,144,2,1,16974,17,31,8390.00,2,2,5, , , , ,5, , , , ,2,1,0310,1, , , ,NA   ,2,1, ,4922,7311,35.77,77700,168.91,00001761,282,0
2015,4142,5,2,1,1,1,142,2,1,16974,17,31,8245.03,3,5,6, , , , ,8, , , , ,3,5,0037,0, , , ,NA   ,2,1, ,4946,6740,13.0,77700,109.59,00002672,1724,0
2015,4142,5,2,1,1,1,101,2,3,16974,17,31,7501,2,5,3, , , , ,8, , , , ,2,5,0044,0,3, , ,NA   ,2,1, ,4958,4147,99.28,77700,58.45,00001026,1685,0
2015,4142,5,1,1,1,1,267,2,1,16974,17,31,815.00,2,5,5, , , , ,8, , , , ,1,5,0195,1, , , ,NA   ,2,1, ,5002,4379,26.19,77700,323.77,00001378,23,0
2015,4142,5,1,1,1,2,80,2,1,16974,17,31,8044.05,2,2,2, , , , ,2, , , , ,1,2,0216,3, , , ,NA   ,2,1, ,5034,3701,79.9,77700,56.97,00000423,658,0
2015,4142,5,1,1,1,1,248,2,1,16974,17,31,8016.01,2,3,2, , , , ,6, , , , ,2,3,0082,1, , , ,NA   ,2,1, ,5042,4234,15.9,77700,194.86,00001420,1316,0
2015,4142,5,1,1,1,1,239,2,3,16974,17,31,1706.00,2,2,5, , , , ,5, , , , ,2,1,0068,0,6, , ,NA   ,2,1, ,5055,2498,19.42,77700,126.46,00000763,868,0
2015,4142,5,1,1,1,1,832,2,1,16974,17,31,8326.00,2,2,5, , , , ,5, , , , ,1,2,0381,0, , , ,NA   ,2,1, ,5078,3727,10.68,77700,268.15,00001252,1376,0
2015,4142,5,1,1,1,1,250,2,1,16974,17,31,8057.01,2,5,5, , , , ,8, , , , ,2,5,0094,1, , , ,NA   ,2,1, ,5167,5074,6.44,77700,141.62,00001700,1390,0
2015,4142,5,1,1,1,1,315,2,1,16974,17,31,8027.01,2,2,5, , , , ,5, , , , ,1,2,0103,1, , , ,NA   ,2,1, ,5207,6952,38.56,77700,126.68,00001906,1772,0
2015,4142,5,1,1,1,2,160,2,1,16974,17,31,8025.05,2,5,2, , , , ,8, , , , ,1,5,0181,3, , , ,NA   ,2,1, ,5211,6844,66.17,77700,90.95,00001126,772,0
2015,4142,5,1,1,3,1,240,3,3,16974,17,31,1103.00,2,5,5, , , , ,8, , , , ,1,5,0058,0,6, , ,NA   ,2,1, ,5216,5161,28.42,77700,110.17,00001719,1855,0
2015,4142,5,1,1,3,1,220,3,1,16974,17,31,8046.09,2,2,2, , , , ,2, , , , ,1,2,0131,1, , , ,NA   ,2,1, ,5240,5672,41.8,77700,142.41,00001495,1745,0
2015,4142,5,1,1,1,1,315,2,1,16974,17,31,8240.04,2,5,5, , , , ,8, , , , ,1,5,0093,3, , , ,NA   ,2,1, ,5279,5371,7.88,77700,160.71,00001538,1786,0
2015,4142,5,1,1,1,1,851,2,3,16974,17,31,716.00,2,3,2, , , , ,2, , , , ,1,2,0270,0,1, , ,NA   ,2,1, ,5283,1783,16.55,77700,300.1,00000526,669,0
2015,4142,5,1,1,1,1,534,2,1,16974,17,31,8023.00,2,5,2, , , , ,8, , , , ,1,5,0182,1, , , ,NA   ,2,1, ,5296,4840,23.9,77700,207.53,00001260,1153,0
2015,4142,5,1,1,1,1,290,2,3,16974,17,31,8047.13,2,5,5, , , , ,8, , , , ,1,5,0060,0,4, , ,NA   ,2,1, ,5336,4694,46.44,77700,126.87,00000564,628,0
2015,4142,5,1,1,1,1,142,2,1,16974,17,31,8048.03,2,5,5, , , , ,8, , , , ,2,5,0045,1, , , ,NA   ,2,1, ,5359,5392,29.19,77700,148.2,00001624,1792,0
2015,4142,5,1,1,3,1,220,3,1,16974,17,31,3901.00,2,5,2, , , , ,8, , , , ,2,5,0094,1, , , ,NA   ,2,1, ,5380,1268,96.53,77700,85.51,00000253,449,0
2015,4142,5,1,1,3,1,230,3,2,16974,17,31,8240.05,2,2,5, , , , ,5, , , , ,1,2,0101,0, , , ,NA   ,2,1, ,5392,5539,8.21,77700,133.02,00001626,1873,0
2015,4142,5,1,1,1,1,105,2,1,16974,17,31,8050.02,2,5,5, , , , ,8, , , , ,2,5,0038,1, , , ,NA   ,2,1, ,5414,6941,43.16,77700,72.0,00001426,1097,0
2015,4142,5,1,1,2,1,130,3,1,16974,17,31,8245.05,2,2,5, , , , ,5, , , , ,1,2,0049,1, , , ,NA   ,2,1, ,5418,6869,20.98,77700,105.93,00001886,1660,0
2015,4142,5,1,1,3,1,350,3,1,16974,17,31,8018.00,2,2,5, , , , ,5, , , , ,1,2,0123,3, , , ,NA   ,2,1, ,5438,5619,12.42,77700,180.04,00001929,2011,0
2015,4142,5,1,1,3,2,250,3,1,16974,17,31,8023.00,2,5,2,5, , , ,8, , , , ,2,5,0395,3, , , ,NA   ,2,1, ,5504,4840,23.9,77700,207.53,00001260,1153,0
2015,4142,5,1,1,1,1,599,2,3,16974,17,31,8326.00,2,5,5, , , , ,8, , , , ,1,5,0135,0,3,1, ,NA   ,2,1, ,5506,3727,10.68,77700,268.15,00001252,1376,0
2015,4142,5,1,1,3,1,101,3,1,16974,17,31,8020.04,2,5,2, , , , ,8, , , , ,2,5,0054,1, , , ,NA   ,2,1, ,5507,5381,48.73,77700,83.35,00001361,547,0
2015,4142,5,1,1,1,1,380,2,1,16974,17,31,8084.00,2,5,2, , , , ,8, , , , ,2,5,0162,1, , , ,NA   ,2,1, ,5536,4411,38.79,77700,131.11,00001343,1540,0
2015,4142,5,1,1,1,1,224,2,1,16974,17,31,609.00,2,5,5, , , , ,8, , , , ,2,5,0071,1, , , ,NA   ,2,1, ,5577,6867,26.5,77700,134.73,00002121,316,0
2015,4142,5,1,1,3,1,259,3,3,16974,17,31,8049.02,2,5,2, , , , ,8, , , , ,2,5,0062,0,4, , ,NA   ,2,1, ,5594,5523,24.26,77700,131.21,00001827,1923,0
2015,4142,5,1,1,1,1,252,2,1,16974,17,31,2206.02,2,5,5, , , , ,8, , , , ,1,5,0100,3, , , ,NA   ,2,1, ,5613,5064,58.35,77700,69.02,00000782,1269,0
2015,4142,5,1,1,2,1,210,3,3,16974,17,31,8030.14,2,2,5, , , , ,5, , , , ,1,2,0178,0,6, , ,NA   ,2,1, ,5616,3430,30.67,77700,100.53,00000983,710,0
2015,4142,5,1,1,1,1,350,2,4,16974,17,31,3301.00,2,5,5, , , , ,8, , , , ,1,5,0090,0, , , ,NA   ,2,1, ,5624,16735,49.09,77700,174.89,00004075,963,0
2015,4142,5,1,1,3,1,160,3,3,16974,17,31,8237.04,2,2,5, , , , ,5, , , , ,1,2,0068,0,6, , ,NA   ,2,1, ,5657,4020,16.64,77700,121.54,00001214,1312,0
2015,4142,5,1,1,1,1,208,2,1,16974,17,31,8030.12,2,2,2, , , , ,2, , , , ,1,2,0062,1, , , ,NA   ,2,1, ,5701,2221,29.63,77700,100.16,00000568,557,0
2015,4142,5,1,1,1,1,355,2,1,16974,17,31,8240.05,2,2,2, , , , ,2, , , , ,1,2,0137,1, , , ,NA   ,2,1, ,5724,5539,8.21,77700,133.02,00001626,1873,0
2015,4142,5,1,1,3,1,212,3,1,16974,17,31,8029.00,2,5,2, , , , ,8, , , , ,1,5,0099,1, , , ,NA   ,2,1, ,5735,6080,8.08,77700,146.52,00002004,2104,0
2015,4142,5,1,1,1,2,126,2,3,16974,17,31,8060.04,2,5,2, , , , ,8, , , , ,1,5,0155,0,6, , ,NA   ,2,1, ,5739,7604,42.83,77700,69.06,00001580,1393,0
2015,4142,5,1,1,1,1,116,2,1,16974,17,31,321.00,2,5,5, , , , ,8, , , , ,1,5,0067,1, , , ,NA   ,2,1, ,5752,7052,36.94,77700,70.7,00001152,268,0
2015,4142,5,1,1,3,1,204,3,3,16974,17,31,8049.02,2,2,2, , , , ,2, , , , ,1,2,0092,0,6, , ,NA   ,2,1, ,5754,5523,24.26,77700,131.21,00001827,1923,0
2015,4142,5,1,1,1,1,323,2,3,16974,17,31,818.00,2,5,5, , , , ,8, , , , ,1,5,0087,0,4, , ,NA   ,2,1, ,5761,6866,18.93,77700,214.95,00002456,244,0
2015,4142,5,2,1,1,1,198,2,3,16974,17,31,8174.00,1,1,5, , , , ,5, , , , ,1,2,0083,0,6, , ,NA   ,2,1, ,5763,4204,88.25,77700,101.01,00000755,1141,0
2015,4142,5,1,1,1,1,128,2,1,16974,17,31,8020.04,2,5,2, , , , ,8, , , , ,1,5,0048,1, , , ,NA   ,2,1, ,5868,5381,48.73,77700,83.35,00001361,547,0
2015,4142,5,1,1,1,1,417,2,3,16974,17,31,8239.01,2,2,5, , , , ,5, , , , ,1,2,0164,0,4, , ,NA   ,2,1, ,5871,3519,12.76,77700,152.58,00001441,1582,0
2015,4142,5,2,1,1,1,317,2,1,16974,17,31,8092.00,2,5,5, , , , ,8, , , , ,2,5,0142,0, , , ,NA   ,2,1, ,5872,4611,90.0,77700,97.82,00000747,1528,0
2015,4142,5,1,1,1,1,116,2,3,16974,17,31,8024.04,2,5,2, , , , ,8, , , , ,1,5,0030,0,6, , ,NA   ,2,1, ,5913,7226,49.47,77700,80.22,00002000,2211,0
2015,4142,5,1,1,1,1,209,2,1,16974,17,31,8047.11,2,5,2, , , , ,8, , , , ,1,5,0065,3, , , ,NA   ,2,1, ,5922,7442,57.3,77700,97.96,00001816,2056,0
2015,4142,5,1,1,1,1,184,2,3,16974,17,31,8307.00,2,5,5, , , , ,8, , , , ,1,5,0084,0,6, , ,NA   ,2,1, ,5932,4247,56.91,77700,71.75,00000570,263,0
2015,4142,5,1,1,1,1,274,2,1,16974,17,31,8047.16,2,5,2, , , , ,8, , , , ,1,5,0103,1, , , ,NA   ,2,1, ,5933,5490,55.36,77700,153.78,00001436,1504,0
2015,4142,5,2,1,3,1,121,3,3,16974,17,31,8258.02,2,5,3, , , , ,8, , , , ,1,5,0097,0,6, , ,NA   ,2,1, ,5965,5850,94.43,77700,79.03,00001417,1980,0
2015,4142,5,1,1,1,1,904,2,1,16974,17,31,2429.00,2,5,5, , , , ,8, , , , ,1,5,0810,0, , , ,NA   ,2,1, ,5983,1670,31.62,77700,75.09,00000380,769,0
2015,4142,5,1,1,1,1,417,2,2,16974,17,31,8034.00,2,2,5, , , , ,5, , , , ,1,2,0167,0, , , ,NA   ,2,1, ,6029,6384,9.95,77700,151.37,00002065,1969,0
2015,4142,5,1,1,1,1,392,2,1,16974,17,31,8061.03,2,2,5, , , , ,5, , , , ,1,2,0206,1, , , ,NA   ,2,1, ,6039,5238,27.3,77700,133.72,00001747,1846,0
2015,4142,5,1,1,1,1,190,2,1,16974,17,31,2425.00,2,2,5, , , , ,5, , , , ,1,2,0097,1, , , ,NA   ,2,1, ,6065,3438,44.47,77700,54.27,00000394,1072,0
2015,4142,5,1,1,3,2,200,3,1,16974,17,31,814.03,2,2,2, , , , ,2, , , , ,2,1,0188,3, , , ,NA   ,2,1, ,6069,6229,34.15,77700,193.26,00001630,59,0
