,legal name,doing business as name,zip code,location,matches,type
888,STARBUCKS CORPORATION,STARBUCKS COFFEE #2484,60611.0,"(41.89826161908875, -87.62516469194003)",STARBUCKS,Fast Food
889,STARBUCKS CORPORATION,STARBUCKS COFFEE #25092,60611.0,"(41.898948541729865, -87.62397498768968)",STARBUCKS,Fast Food
890,STARBUCKS CORPORATION,STARBUCKS COFFEE,60606.0,"(41.881822493770215, -87.6354365710274)",STARBUCKS,Fast Food
891,"COUNTRY HOUSE KITCHEN COMPANY, INC.",STARBUCKS,60655.0,"(41.70748085761858, -87.71131771489007)",STARBUCKS,Fast Food
892,STARBUCKS CORPORATION,STARBUCKS COFFEE #232,60601.0,"(41.886831512316874, -87.62655608493642)",STARBUCKS,Fast Food
893,STARBUCKS CORPORATION,STARBUCKS COFFEE #23421,60661.0,"(41.887907263617464, -87.64445295158139)",STARBUCKS,Fast Food
894,STARBUCKS CORPORATION,STARBUCKS COFFEE #13439,60630.0,"(41.9691923029365, -87.72820341214991)",STARBUCKS,Fast Food
895,STARBUCKS CORPORATION,STARBUCKS COFFEE#58413,60630.0,"(41.97525257417821, -87.7463262107297)",STARBUCKS,Fast Food
896,STARBUCKS CORPORATION,STARBUCKS COFFEE #217,60614.0,"(41.9219054776707, -87.64878198090277)",STARBUCKS,Fast Food
897,STARBUCKS CORPORATION,STARBUCKS COFFEE  #2635,60640.0,"(41.96872371055819, -87.65941408749583)",STARBUCKS,Fast Food
898,STARBUCKS CORPORATION,STARBUCKS COFFEE #227,60657.0,"(41.943554985172355, -87.6451191903812)",STARBUCKS,Fast Food
899,STARBUCKS CORPORATION,STARBUCKS COFFEE #2491,60613.0,"(41.96160381583514, -87.6760788298814)",STARBUCKS,Fast Food
900,STARBUCKS CORPORATION,STARBUCKS COFFEE #2492,60647.0,"(41.927896171181466, -87.69735679904315)",STARBUCKS,Fast Food
901,STARBUCKS CORPORATION,STARBUCKS COFFEE#49695,60661.0,"(41.88199433820508, -87.6397586848809)",STARBUCKS,Fast Food
902,STARBUCKS CORPORATION,STARBUCKS COFFEE # 2449,60618.0,"(41.954854381935924, -87.67907595717729)",STARBUCKS,Fast Food
903,STARBUCKS CORPORATION,STARBUCKS COFFEE #10506,60647.0,"(41.92812968739979, -87.68214741403298)",STARBUCKS,Fast Food
904,STARBUCKS CORPORATION,STARBUCKS #231,60657.0,"(41.94346156594386, -87.66406559146299)",STARBUCKS,Fast Food
905,STARBUCKS CORPORATION,STARBUCKS COFFEE #2494,60614.0,"(41.928816915505855, -87.65837883656692)",STARBUCKS,Fast Food
906,STARBUCKS CORPORATION,STARBUCKS COFFEE #206,60614.0,"(41.92014839268424, -87.63702469696462)",STARBUCKS,Fast Food
907,STARBUCKS CORPORATION,STARBUCKS COFFEE #2215,60610.0,"(41.89754225054248, -87.62836994336708)",STARBUCKS,Fast Food
908,STARBUCKS CORPORATION,STARBUCKS COFFEE #2213,60611.0,"(41.89071448025997, -87.6242698742923)",STARBUCKS,Fast Food
909,STARBUCKS CORPORATION,STARBUCKS COFFEE#48855,60641.0,"(41.9568024778031, -87.74725863483394)",STARBUCKS,Fast Food
910,STARBUCKS CORPORATION,STARBUCKS COFFEE #229,60654.0,"(41.8880742810662, -87.63495520292739)",STARBUCKS,Fast Food
911,STARBUCKS CORPORATION,STARBUCKS COFFEE #2223,60657.0,"(41.94304720068851, -87.6711808928035)",STARBUCKS,Fast Food
912,STARBUCKS CORPORATION,STARBUCKS COFFEE,60606.0,"(41.8805570251432, -87.63713177610846)",STARBUCKS,Fast Food
913,STARBUCKS CORPORATION,STARBUCKS COFFEE #2372,60632.0,"(41.80753345729788, -87.74300342120267)",STARBUCKS,Fast Food
914,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
915,"HOST INTERNATIONAL, INC.",STARBUCK'S,60666.0,NAN,STARBUCKS,Fast Food
916,STARBUCKS CORPORATION,STARBUCKS COFFEE #23829,60611.0,"(41.897740856252504, -87.62396131598219)",STARBUCKS,Fast Food
917,STARBUCKS CORPORATION,STARBUCKS COFFEE#233,60604.0,"(41.87854293163992, -87.63212057674588)",STARBUCKS,Fast Food
918,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE # 9426,60642.0,"(41.89176977820589, -87.65860461424934)",STARBUCKS,Fast Food
919,STARBUCKS CORPORATION,STARBUCKS COFFEE #2252,60646.0,"(41.98996424302767, -87.73351985966113)",STARBUCKS,Fast Food
920,STARBUCKS CORPORATION,STARBUCKS COFFEE #13468,60611.0,"(41.8990309819517, -87.62819227491326)",STARBUCKS,Fast Food
921,STARBUCKS CORPORATION,STARBUCKS #14553,60614.0,"(41.92521232759425, -87.67192542513618)",STARBUCKS,Fast Food
922,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #15683,60602.0,"(41.882288176801794, -87.62451779096743)",STARBUCKS,Fast Food
923,STARBUCKS CORPORATION,STARBUCKS COFFEE #2226,60602.0,"(41.88332003340497, -87.63030327049952)",STARBUCKS,Fast Food
924,STARBUCKS CORPORATION,STARBUCKS COFFEE #203,60606.0,"(41.88452546095621, -87.63721639247488)",STARBUCKS,Fast Food
925,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #17743,60659.0,"(41.99258748774938, -87.6898621543762)",STARBUCKS,Fast Food
926,STARBUCKS CORPORATION,STARBUCKS COFFEE #2877,60661.0,"(41.8831080720045, -87.64137747810499)",STARBUCKS,Fast Food
927,STARBUCKS CORPORATION,STARBUCKS COFFEE#2229,60606.0,"(41.87800606262711, -87.63402203216754)",STARBUCKS,Fast Food
928,STARBUCKS CORPORATION,STARBUCKS COFFEE #10905,60643.0,"(41.706454243021255, -87.67053217309542)",STARBUCKS,Fast Food
929,STARBUCKS CORPORATION,STARBUCKS COFFEE #26368,60657.0,"(41.93733843730944, -87.64445647150518)",STARBUCKS,Fast Food
930,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,NAN,STARBUCKS,Fast Food
931,STARBUCKS CORPORATION,STARBUCKS COFFEE #27892,60621.0,"(41.77985559084816, -87.64514243359771)",STARBUCKS,Fast Food
932,STARBUCKS CORPORATION,STARBUCKS COFFEE #282,60605.0,"(41.874662880779674, -87.62906528869487)",STARBUCKS,Fast Food
933,STARBUCKS CORPORATION,STARBUCKS COFFEE #2310,60640.0,"(41.97806628334609, -87.66849574710783)",STARBUCKS,Fast Food
934,STARBUCKS CORPORATION,STARBUCKS COFFEE #48615,60613.0,"(41.954179806756535, -87.66910774431463)",STARBUCKS,Fast Food
935,STARBUCKS CORPORATION,STARBUCKS COFFEE #2375,60601.0,"(41.884779704626446, -87.63080066748626)",STARBUCKS,Fast Food
936,STARBUCKS CORPORATION,STARBUCKS COFFEE #2929,60659.0,"(41.99234490246529, -87.71032310131032)",STARBUCKS,Fast Food
937,STARBUCKS CORPORATION,STARBUCKS COFFEE #2207,60657.0,"(41.9398567037315, -87.65077339093305)",STARBUCKS,Fast Food
938,STARBUCKS CORPORATION,STARBUCKS COFFEE #2247,60604.0,"(41.87814785854393, -87.62557273455765)",STARBUCKS,Fast Food
939,STARBUCKS CORPORATION,STARBUCKS COFFEE #2445,60660.0,"(41.9837803795335, -87.65731095408496)",STARBUCKS,Fast Food
940,STARBUCKS CORPORATION,STARBUCKS COFFEE #14433,60607.0,"(41.8844450417447, -87.65161225136787)",STARBUCKS,Fast Food
941,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #226,60615.0,"(41.79966712287017, -87.58781452378159)",STARBUCKS,Fast Food
942,MONSTAR GROUP LLC,STARBUCKS,60616.0,"(41.852742394678245, -87.63469476865707)",STARBUCKS,Fast Food
943,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
944,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
945,STARBUCKS CORPORATION,STARBUCKS COFFEE #28867,60601.0,"(41.88754294139151, -87.62440700245574)",STARBUCKS,Fast Food
946,SIREN RETAIL CORPORATION,STARBUCKS RESERVE ROASTERY CHICAGO,60611.0,"(41.89397334746711, -87.62438151862536)",STARBUCKS,Fast Food
947,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE,60654.0,"(41.89250116694964, -87.62824273781878)",STARBUCKS,Fast Food
948,STARBUCKS CORPORATION,STARBUCKS COFFEE #2443,60622.0,"(41.91027801081319, -87.67751594839523)",STARBUCKS,Fast Food
949,STARBUCKS CORPORATION,STARBUCKS # 2483,60607.0,"(41.869430953201714, -87.6628180683435)",STARBUCKS,Fast Food
950,STARBUCKS CORPORATION,STARBUCKS COFFEE #2949,60707.0,"(41.9090401159946, -87.80262196157943)",STARBUCKS,Fast Food
951,STARBUCKS CORPORATION,STARBUCKS COFFEE#49431,60613.0,"(41.95255658757639, -87.64950022697546)",STARBUCKS,Fast Food
952,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #216,60611.0,"(41.893341296312244, -87.61758915120579)",STARBUCKS,Fast Food
953,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
954,STARBUCKS CORPORATION,STARBUCKS COFFEE #236,60610.0,"(41.903812639001785, -87.63005690305373)",STARBUCKS,Fast Food
955,STARBUCKS CORPORATION,STARBUCKS COFFEE #2514,60657.0,"(41.93751375164846, -87.66601909618618)",STARBUCKS,Fast Food
956,STARBUCKS CORPORATION,STARBUCKS COFFEE #2234,60606.0,"(41.879495472483235, -87.63382966060512)",STARBUCKS,Fast Food
957,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,NAN,STARBUCKS,Fast Food
958,STARBUCKS CORPORATION,STARBUCKS COFFEE#57239,60612.0,"(41.872742312472695, -87.67744609066818)",STARBUCKS,Fast Food
959,STARBUCKS CORPORATION,STARBUCKS COFFEE #2337,60601.0,"(41.8854443881431, -87.6325821348462)",STARBUCKS,Fast Food
960,STARBUCKS CORPORATION,STARBUCKS COFFEE#21650,60638.0,"(41.79830997844041, -87.74306223261941)",STARBUCKS,Fast Food
961,STARBUCKS CORPORATION,STARBUCKS COFFEE#50482,60639.0,"(41.916333602855985, -87.74592795599106)",STARBUCKS,Fast Food
962,STARBUCKS CORPORATION,STARBUCKS COFFEE #10957,60601.0,"(41.88462844513973, -87.62261269904712)",STARBUCKS,Fast Food
963,STARBUCKS CORPORATION,STARBUCKS COFFEE#49894,60630.0,"(41.967671015100265, -87.76759623699382)",STARBUCKS,Fast Food
964,STARBUCKS CORPORATION,STARBUCKS COFFEE #211,60606.0,"(41.88053924995021, -87.63459246351388)",STARBUCKS,Fast Food
965,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
966,STARBUCKS CORPORATION,STARBUCKS COFFEE #13710,60610.0,"(41.89416541426283, -87.62938902777785)",STARBUCKS,Fast Food
967,STARBUCKS CORPORATION,STARBUCKS COFFEE #2378,60625.0,"(41.964622923210825, -87.68577071779451)",STARBUCKS,Fast Food
968,STARBUCKS CORPORATION,STARBUCKS COFFEE #2373,60611.0,"(41.89490581589443, -87.62052044802762)",STARBUCKS,Fast Food
969,STARBUCKS CORPORATION,STARBUCKS COFFEE #209,60601.0,"(41.88637740620821, -87.62438167043969)",STARBUCKS,Fast Food
970,"HOST INTERNATIONAL, INC.",STARBUCKS,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
971,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #7948,60639.0,"(41.93011062600186, -87.78582350333859)",STARBUCKS,Fast Food
972,STARBUCKS CORPORATION,STARBUCKS COFFEE #10199,60603.0,"(41.87988544030099, -87.62921159480324)",STARBUCKS,Fast Food
973,STARBUCKS CORPORATION,STARBUCKS COFFEE #2224,60610.0,"(41.890058266027715, -87.63122988738189)",STARBUCKS,Fast Food
974,STARBUCKS CORPORATION,STARBUCKS COFFEE #11048,60661.0,"(41.88581472403691, -87.64284713389955)",STARBUCKS,Fast Food
975,"COMPASS GROUP USA, INC.",STARBUCKS,60603.0,"(41.88180696006542, -87.62954311539407)",STARBUCKS,Fast Food
976,STARBUCKS CORPORATION,STARBUCKS COFFEE #2639,60605.0,"(41.867321099741076, -87.62595399179575)",STARBUCKS,Fast Food
977,STARBUCKS CORPORATION,STARBUCKS COFFEE#2261,60606.0,"(41.878925899337546, -87.63653246863092)",STARBUCKS,Fast Food
978,STARBUCKS CORPORATION,STARBUCKS COFFEE#228,60614.0,"(41.91799439993257, -87.65341562435047)",STARBUCKS,Fast Food
979,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE # 272,60614.0,"(41.928541289666775, -87.64207634430801)",STARBUCKS,Fast Food
980,STARBUCKS CORPORATION,STARBUCKS COFFEE #19549,60611.0,"(41.89347535770077, -87.6225746735784)",STARBUCKS,Fast Food
981,STARBUCKS CORPORATION,STARBUCKS COFFEE #47593,60631.0,"(41.996397270107636, -87.80605784924533)",STARBUCKS,Fast Food
982,STARBUCKS CORPORATION,STARBUCKS COFFEE #9757,60607.0,"(41.86888971111206, -87.63909892808796)",STARBUCKS,Fast Food
983,STARBUCKS CORPORATION,STARBUCKS COFFEE #9942,60620.0,"(41.73633471323147, -87.62864522161031)",STARBUCKS,Fast Food
984,STARBUCKS CORPORATION,STARBUCKS COFFEE 18013,60601.0,"(41.88436187748195, -87.63316453760919)",STARBUCKS,Fast Food
985,"COMPASS GROUP USA, INC.",STARBUCKS,60601.0,"(41.88462378463585, -87.62047604442976)",STARBUCKS,Fast Food
986,STARBUCKS CORPORATION,STARBUCKS COFFEE #21751,60654.0,"(41.89141810118847, -87.62791475607904)",STARBUCKS,Fast Food
987,STARBUCKS CORPORATION,STARBUCKS COFFEE #14256,60647.0,"(41.917593663833216, -87.68021179332267)",STARBUCKS,Fast Food
988,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #16309,60604.0,"(41.87948932869769, -87.6244981249339)",STARBUCKS,Fast Food
989,"HOST INTERNATIONAL, INC.",STARBUCKS HK APEX,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
990,STARBUCKS CORPORATION,STARBUCKS COFFEE#51211,60642.0,"(41.89131314887029, -87.64800866711568)",STARBUCKS,Fast Food
991,"COMPASS GROUP USA, INC.",STARBUCKS,60611.0,"(41.895924108238226, -87.61954552570175)",STARBUCKS,Fast Food
992,"HOST ECI ORD FB, LLC",STARBUCKS L03,60666.0,"(42.008536400868735, -87.91442843927047)",STARBUCKS,Fast Food
993,BUFFALO PROPERTIES CORP.,STARBUCKS COFFEE,60603.0,"(41.88066457839605, -87.6270893644417)",STARBUCKS,Fast Food
994,CRYSTAL FOODS INC.,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,60611.0,"(41.89267129068561, -87.62257220248128)",BASKIN-ROBBINS,Fast Food
995,GUL FOODS INC,DUNKIN DONUTS / BASKIN ROBBINS,60630.0,"(41.96811178658088, -87.72986788251535)",BASKIN-ROBBINS,Fast Food
996,PURODAR INC,DUNKIN DONUTS/ BASKIN ROBBINS,60639.0,"(41.92405853198046, -87.7680515516238)",BASKIN-ROBBINS,Fast Food
997,CRYSTAL FOODS INC.,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,60611.0,"(41.89267129068561, -87.62257220248128)",BASKIN-ROBBINS,Fast Food
998,DEJURAS LARAMIE GROUP CORP.,DUNKIN/BASKIN ROBBINS,60644.0,"(41.89483554678372, -87.75574125380165)",BASKIN-ROBBINS,Fast Food
999,"DHRUVI ASSOCIATES, INC.",DUNKIN DONUTS & BASKIN ROBBINS,60652.0,"(41.7352891275082, -87.7025810676121)",BASKIN-ROBBINS,Fast Food
1000,GUL FOODS INC,DUNKIN DONUTS / BASKIN ROBBINS,60630.0,"(41.96811178658088, -87.72986788251535)",BASKIN-ROBBINS,Fast Food
1001,WESTERN OGDEN FOOD CORP,DUNKIN DONUTS/BASKIN ROBBINS,60608.0,"(41.86464672961594, -87.68600251219546)",BASKIN-ROBBINS,Fast Food
1002,CENTRAL FOODS INC,BASKIN ROBBINS,60605.0,"(41.866572099020814, -87.62566433722586)",BASKIN-ROBBINS,Fast Food
1003,HYDEPARK TWO INC.,DUNKIN DONUTS/ BASKIN ROBBINS,60615.0,"(41.799629744251135, -87.59094143626464)",BASKIN-ROBBINS,Fast Food
1004,EVA I INC.,DUNKIN DONUTS & BASKIN ROBBINS,60619.0,"(41.736640849679915, -87.61260287372487)",BASKIN-ROBBINS,Fast Food
1005,KOKILA CORP,DUNKIN DONUTS/ BASKIN ROBBINS/ TOGO'S,60652.0,"(41.748986572901444, -87.74119687441471)",BASKIN-ROBBINS,Fast Food
1006,"DMM 115TH, LLC",DUNKIN DONUTS/BASKIN ROBBINS,60628.0,"(41.68424992938432, -87.64198089690963)",BASKIN-ROBBINS,Fast Food
1007,"CHICAGO ANILA DONUTS, INC.",DUNKIN DONUTS / BASKIN ROBBINS,60647.0,"(41.931848516904076, -87.71335155748686)",BASKIN-ROBBINS,Fast Food
1008,SEVA COMPANIES CLARK & DIVISION,DUNKIN DONUTS/BASKIN ROBBINS,60610.0,"(41.90399737868753, -87.63130110621994)",BASKIN-ROBBINS,Fast Food
1009,4851 W BELMONT DONUT INC,DUNKIN DONUTS / BASKIN ROBBINS,60641.0,"(41.938691176349344, -87.74890779980832)",BASKIN-ROBBINS,Fast Food
1010,UNION FOODS INC,DUNKIN DONUTS / BASKIN ROBBINS,60601.0,"(41.886567370886944, -87.62438467059714)",BASKIN-ROBBINS,Fast Food
1011,ZURI INC,DUNKIN DONUTS/BASKIN ROBBINS,60626.0,"(42.01909911070414, -87.67357517289771)",BASKIN-ROBBINS,Fast Food
1012,"MOONSTONE FOODS ENTERPRICES, LLC",DUNKIN DONUTS BASKIN ROBBINS,60605.0,"(41.87434258001862, -87.62614177042674)",BASKIN-ROBBINS,Fast Food
1013,GOLD COAST FOODS INC,BASKIN ROBBINS,60603.0,"(41.879399079856356, -87.62655910577415)",BASKIN-ROBBINS,Fast Food
1014,WESTERN IRVING FOOD CORPORATIO,DUNKIN DONUTS / BASKIN ROBBINS,60618.0,"(41.95437606315316, -87.68862287824679)",BASKIN-ROBBINS,Fast Food
1015,DE JURS ENTERPRISES INC,DUNKIN DONUTS/BASKIN ROBBINS,60647.0,"(41.90995065493004, -87.71124469373261)",BASKIN-ROBBINS,Fast Food
1016,NRN 69 PULASKI INC.,DUNKIN DONUTS/BASKIN ROBBINS,60629.0,"(41.766871449399645, -87.72231683922517)",BASKIN-ROBBINS,Fast Food
1017,DELUXE FOODS INC,DUNKIN DONUTS/BASKIN ROBBINS,60646.0,"(41.9960984214, -87.7868769104594)",BASKIN-ROBBINS,Fast Food
1018,DUNNING DONUTS INC,DUNKIN DONUTS / BASKIN ROBBINS,60634.0,"(41.95302136277807, -87.7869561311957)",BASKIN-ROBBINS,Fast Food
1019,DHARA I CORPORATION,DUNKIN DONUTS/BASKIN ROBBINS,60616.0,"(41.83118551028846, -87.61682099988268)",BASKIN-ROBBINS,Fast Food
1020,KARAM FOODS INC,DUNKIN DONUTS / BASKIN ROBBINS,60613.0,"(41.946818741778436, -87.67356491808366)",BASKIN-ROBBINS,Fast Food
1021,"DMM 103RD KING, LLC",DUNKIN DONUTS/BASKIN ROBBINS,60628.0,"(41.70741801079386, -87.61416989670083)",BASKIN-ROBBINS,Fast Food
1022,TERRITORIAL CORPORATION,BASKIN ROBBINS/ DUNKIN DONUTS,60634.0,"(41.93602793813531, -87.76626204640748)",BASKIN-ROBBINS,Fast Food
1023,RUBY FOODS INC,DUNKIN DONUTS BASKIN ROBBINS,60606.0,"(41.8780002263814, -87.63457501689527)",BASKIN-ROBBINS,Fast Food
1024,SHREE  DUTT INC.,DUNKIN DONUTS BASKIN ROBBINS,60639.0,"(41.928562731071594, -87.7857711640629)",BASKIN-ROBBINS,Fast Food
1025,CANAL FOODS INC.,DUNKIN DONUTS BASKIN ROBBINS,60607.0,"(41.867362692616666, -87.63929319464197)",BASKIN-ROBBINS,Fast Food
1026,CHUNG JIN CORP,DUNKIN DONUTS / BASKIN ROBBINS,60625.0,"(41.96911041708682, -87.70834946655077)",BASKIN-ROBBINS,Fast Food
1027,KATE & MAJ INC.,DUNKIN DONUTS BASKIN ROBBINS,60634.0,"(41.94566017437513, -87.77662241773426)",BASKIN-ROBBINS,Fast Food
1028,"DIYA 75TH KING, LLC",DUNKIN DONUTS / BASKIN ROBBINS,60619.0,"(41.75872273161043, -87.61527555252238)",BASKIN-ROBBINS,Fast Food
1029,DIVERSEY DBT INC.,DUNKIN DONUTS BASKIN ROBBINS,60614.0,"(41.931757070122984, -87.64912468818162)",BASKIN-ROBBINS,Fast Food
1030,SHREEJI ASSOCIATES INC.,DUNKIN DONUTS & BASKIN ROBBINS,60636.0,"(41.78281620342922, -87.68388599458231)",BASKIN-ROBBINS,Fast Food
1031,"SHAUN ASSOCIATES, INC.",DUNKIN DONUTS & BASKIN ROBBINS,60616.0,"(41.84755805016441, -87.64549599168248)",BASKIN-ROBBINS,Fast Food
1032,DE JURS ENTERPRISES INC,DUNKINS DONUTS BASKIN ROBBINS,60618.0,"(41.94670044091673, -87.71086358163326)",BASKIN-ROBBINS,Fast Food
1033,"ROOSEVELT EATERY, LLC",DUNKIN DONUTS BASKIN ROBBINS,60608.0,"(41.866749382827074, -87.66846405285052)",BASKIN-ROBBINS,Fast Food
1034,IZA INC,DUNKIN DONUTS & BASKIN ROBBINS,60606.0,"(41.8846320757672, -87.6222479910888)",BASKIN-ROBBINS,Fast Food
1035,PUROHIT BROTHERS INC,DUNKIN DONUTS/ BASKIN ROBBINS,60630.0,"(41.9729082412357, -87.74806177870751)",BASKIN-ROBBINS,Fast Food
1036,NRN 43 ASHLAND INC.,DUNKIN DONUTS/BASKIN ROBBINS,60609.0,"(41.815722227020046, -87.66529164036625)",BASKIN-ROBBINS,Fast Food
1037,SHINING STAR FOODS INC,DUNKIN DONUTS BASKIN ROBBINS,60654.0,"(41.8880742810662, -87.63495520292739)",BASKIN-ROBBINS,Fast Food
1038,"CHI-TOWN COFFEE LLC,",DUNKIN DONUTS / BASKIN ROBBINS,60660.0,"(41.99736195587988, -87.6606330429187)",BASKIN-ROBBINS,Fast Food
1039,"SHIMURIMA, INC.",DUNKIN DONUTS / BASKIN ROBBINS,60647.0,"(41.911728368101684, -87.68711088184462)",BASKIN-ROBBINS,Fast Food
1040,R M N CORP,DUNKIN DONUTS/BASKIN ROBBINS,60657.0,"(41.93609112162473, -87.66867815351337)",BASKIN-ROBBINS,Fast Food
1041,SOUTHSIDE MANAGEMENT INC.,DUNKIN DONUTS/BASKIN ROBBINS,60620.0,"(41.73561894612905, -87.66762717206234)",BASKIN-ROBBINS,Fast Food
1042,"MORRISON MANAGEMENT SPECIALISTS, INC.",QDOBA,60637.0,"(41.79127248085304, -87.60388726366043)",QDOBA,Fast Food
1043,QDOBA RESTAURANT CORPORATION,QDOBA MEXICAN EATS #2628,60614.0,"(41.93253117623138, -87.65370947965262)",QDOBA,Fast Food
1044,QDOBA RESTAURANT CORPORATION,QDOBA MEXICAN EATS #2154,60604.0,"(41.878014487249544, -87.63318903001444)",QDOBA,Fast Food
1045,QDOBA RESTAURANT CORPORATION,QDOBA MEXICAN EATS #2621,60602.0,"(41.88323717511991, -87.63255557700788)",QDOBA,Fast Food
1046,M & M FAST FOOD INC.,HAROLDS CHICKEN,60620.0,"(41.72698502771183, -87.6626670147014)",HAROLDS CHICKEN SHACK,Fast Food
1047,SHANNON AND WATTS LTD.,HAROLD'S CHICKEN SHACK #35,60628.0,"(41.663182101230554, -87.64156526515666)",HAROLDS CHICKEN SHACK,Fast Food
1048,"FUTU, INC.",HAROLDS CHICKEN SHACK #10,60621.0,"(41.7652957077341, -87.64426896091481)",HAROLDS CHICKEN SHACK,Fast Food
1049,BRENDA D INGRAM,HAROLD'S CHICKEN SHACK #52,60636.0,"(41.76278384194664, -87.68333690607514)",HAROLDS CHICKEN SHACK,Fast Food
1050,CAROLYN BILLINGS,HAROLD'S CHICKEN SHACK #55,60620.0,"(41.73637382027632, -87.62723156456728)",HAROLDS CHICKEN SHACK,Fast Food
1051,SHANNON AND WATTS LTD.,HAROLD'S CHICKEN SHACK #27,60628.0,"(41.707010735306305, -87.64269046563244)",HAROLDS CHICKEN SHACK,Fast Food
1052,"BIG MAX, LLC",HAROLDS CHICKEN SHACKS,60661.0,"(41.88008392315012, -87.64099077791987)",HAROLDS CHICKEN SHACK,Fast Food
1053,"HAROLD'S ON WABASH, INC.",HAROLD'S CHICKEN SHACK,60605.0,"(41.8741034960309, -87.62613629621956)",HAROLDS CHICKEN SHACK,Fast Food
1054,SIGMA MGT GROUP CO.,HAROLDS #82,60619.0,"(41.75139977113535, -87.60491402128955)",HAROLDS CHICKEN SHACK,Fast Food
1055,MAJOUR INC.,HAROLD'S CHICKEN SHACK #14,60615.0,"(41.799570005698875, -87.5962391078313)",HAROLDS CHICKEN SHACK,Fast Food
1056,TTN INC.,HAROLD'S CHICKEN SHACK,60620.0,"(41.73591705372659, -87.64683751776269)",HAROLDS CHICKEN SHACK,Fast Food
1057,"KEN'S RESTAURANT, INCORPORATED",KEN'S,60643.0,"(41.70201547384728, -87.68162963117251)",HAROLDS CHICKEN SHACK,Fast Food
1058,LAVERNE BURNETT,HAROLD'S CHICKEN SHACK,60620.0,"(41.74253050214449, -87.6633867265906)",HAROLDS CHICKEN SHACK,Fast Food
1059,LAVERNE BURNETT,HAROLD'S CHICKEN SHACK,60621.0,"(41.779545995673644, -87.65119025579276)",HAROLDS CHICKEN SHACK,Fast Food
1060,LAVERNE BURNETT,HAROLD'S CHICKEN SHACK,60636.0,"(41.76909653451066, -87.66378663947218)",HAROLDS CHICKEN SHACK,Fast Food
1061,LAVERNE BURNETT,HAROLD'S CHICKEN SHACK,60620.0,"(41.72698502771183, -87.6626670147014)",HAROLDS CHICKEN SHACK,Fast Food
1062,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL #3651,60638.0,"(41.790889200425, -87.80133630631802)",CHIPOTLE MEXICAN GRILL,Fast Food
1063,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,60641.0,"(41.95333499661926, -87.74486145809504)",CHIPOTLE MEXICAN GRILL,Fast Food
1064,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,60647.0,"(41.913283895965485, -87.67738027833187)",CHIPOTLE MEXICAN GRILL,Fast Food
1065,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,60639.0,"(41.928562731071594, -87.7857711640629)",CHIPOTLE MEXICAN GRILL,Fast Food
1066,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,60614.0,"(41.92351840128967, -87.64641808703628)",CHIPOTLE MEXICAN GRILL,Fast Food
1067,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,60657.0,"(41.940002577087995, -87.64425130765743)",CHIPOTLE MEXICAN GRILL,Fast Food
1068,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,60643.0,"(41.72108295395987, -87.67978067609734)",CHIPOTLE MEXICAN GRILL,Fast Food
1069,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,60614.0,"(41.932918184565445, -87.64450789751125)",CHIPOTLE MEXICAN GRILL,Fast Food
